iso,country,year,105,106,107,108,167
BHR,Bahrain,2018,0.18210306406685237,0.46158310120705665,0,0.356313834726091,0
BHR,Bahrain,2019,0.18210306406685237,0.46158310120705665,0,0.356313834726091,0
BHS,Bahamas,2016,0.5,0,0,0,0.5
BHS,Bahamas,2017,0.5,0,0,0,0.5
BHS,Bahamas,2018,0.5,0,0,0,0.5
BHS,Bahamas,2019,0.5,0,0,0,0.5
BIH,Bosnia & Herzegovina,2016,0.2092981969072621,0.2461640965259803,0.1882700856192378,0.2030113376906945,0.15325628325682528
BIH,Bosnia & Herzegovina,2017,0.20936057858675686,0.24601493177212255,0.1885039962476265,0.20304313610949457,0.15307735728399957
BIH,Bosnia & Herzegovina,2018,0.20563215641557878,0.24766736357753877,0.18503006019401463,0.20542262988541785,0.15624778992745
BIH,Bosnia & Herzegovina,2019,0.19416437700611205,0.22595463600730334,0.16840465074186567,0.2676081911396971,0.14386814510502194
BLR,Belarus,2016,0.20022857076400788,0.11362790388916019,0.003664872434708404,0.6822190822138146,2.595706983089472e-4
BLR,Belarus,2017,0.20787964417444824,0.09868414713602036,0.009854886422147283,0.6436006585221403,0.03998066374524386
BLR,Belarus,2018,0.18252661836078726,0.08664861696338323,0.008652983316897943,0.626087105346557,0.09608467601237462
BLR,Belarus,2019,0.1956750469627824,0.08920907047128962,0.0174590317755654,0.599447793522282,0.09820905726808057
BLZ,Belize,2016,0.17123739434025587,0.0171555879984919,0.0425439544911081,0.5679545932051162,0.2011084699650279
BLZ,Belize,2017,0.13742897193066902,0.013768457705062175,0.034144247231188155,0.45581992267638144,0.3588384004566992
BLZ,Belize,2018,0.13287287344862403,0.0319723759202054,0.03596319165012577,0.4495767893326138,0.34961476964843097
BLZ,Belize,2019,0.13513896353989832,0.031775026612493235,0.03882745619866501,0.44680177916884983,0.3474567744800936
BOL,Bolivia,2016,0.1866007749148902,0.10836929731551102,0.019152713642936064,0.28292340830507834,0.40295380582158435
BOL,Bolivia,2017,0.18781183262905804,0.10892757406387955,0.01999443288918828,0.28276865057390166,0.4004975098439725
BOL,Bolivia,2018,0.18725461844649272,0.11114211832551993,0.01993187714381656,0.28227824817536806,0.3993931379088028
BOL,Bolivia,2019,0.18724509309057405,0.11059777269012311,0.020354619567899242,0.28524854215721374,0.39655397249418983
BRA,Brazil,2016,0.38174364665798405,0.12688466030943485,0.13438369596662963,0.22836131136350182,0.1286266857024497
BRA,Brazil,2017,0.37849236152570404,0.13208260985761758,0.11288452352116203,0.2674633040117632,0.10907720108375306
BRA,Brazil,2018,0.3458489641131742,0.13282116910088526,0.13444876322658947,0.25971653174788656,0.12716457181146446
BRA,Brazil,2019,0.4079999998764181,0.1152274296757536,0.12565350411176268,0.23742926001161913,0.11368980632444652
BRB,Barbados,2016,0.5,0.5,0,0,0
BRB,Barbados,2017,0.5,0.5,0,0,0
BRB,Barbados,2018,0.5,0.5,0,0,0
BRB,Barbados,2019,0.5,0.5,0,0,0
BRN,Brunei,2016,0,0.7063077541181197,0,0.29369224588188025,0
BRN,Brunei,2017,0,0.7026428353192788,0,0.23243201955392603,0.06492514512679498
BRN,Brunei,2018,0.25964989379623526,0.4491808882052784,0,0.1991259552235162,0.09204326277497007
BRN,Brunei,2019,0.2695614556859352,0.33162097370176097,0.1376196398637322,0.1470105805800393,0.11418735016853222
BTN,Bhutan,2016,0.15096824337081238,0.293151889765513,0.2784303332026819,0.16582005207322312,0.11162948158776959
BTN,Bhutan,2017,0.16185665665086466,0.2839778997523823,0.2775577748402481,0.1684715562548986,0.10813611250160642
BTN,Bhutan,2018,0.17574319050758427,0.27573564354437047,0.2695018581835161,0.1688024060917612,0.11021690167276803
BTN,Bhutan,2019,0.17436073620229092,0.2735666153934659,0.2696346524237568,0.16972733566699186,0.11271066031349453
BWA,Botswana,2016,0.517751349364267,4.7530367639120623e-4,0.005630956462417912,0.20682538783954676,0.2693170026573771
BWA,Botswana,2017,0.5173674485777938,8.3307116249562e-4,0.005622882820138793,0.20688729142137158,0.2692893060182002
BWA,Botswana,2018,0.5194994870584634,8.285387667916811e-4,0.005592291039886306,0.20576170322068443,0.2683179799141741
BWA,Botswana,2019,0.5049050481410627,0.026842400069719025,0.005435185302492647,0.19998118430968762,0.26283618217703797
CAF,Central African Republic,2016,0.2785474202118018,0.5042805037907901,0.024326091100927254,0.13807169314397663,0.054774291752504096
CAF,Central African Republic,2017,0.2748372427515997,0.49486380575011363,0.027320648509930698,0.1482148689612594,0.05476343402709661
CAF,Central African Republic,2018,0.32437345096499437,0.2983288371278087,0.014367520775605463,0.3265905655115418,0.036339625620049575
CAF,Central African Republic,2019,0.32490847954754154,0.2945132812124015,0.015783539861626065,0.3248489743587442,0.03994572501968667
CHL,Chile,2016,0.25075076150995684,0.060338481609565224,0.13985147076933765,0.5478646404864786,0.001194645624661575
CHL,Chile,2017,0.25058677655787787,0.06029902169743702,0.14008699922377416,0.5478333381656834,0.0011938643552276086
CHL,Chile,2018,0.25058677655787787,0.06029902169743702,0.14008699922377416,0.5478333381656834,0.0011938643552276086
CHL,Chile,2019,0.25058677655787787,0.06029902169743702,0.14008699922377416,0.5478333381656834,0.0011938643552276086
CHN,China,2016,0.09742991777417619,0.08266445404472024,0.4385670462160385,0.210402892827357,0.1709356891377081
CHN,China,2017,0.09172052775634199,0.0828399966626085,0.41834241288848634,0.20988771167552386,0.19720935101703932
CHN,China,2018,0.09258042968314162,0.08880566630736621,0.40488479444796927,0.20827569768306922,0.20545341187845376
CHN,China,2019,0.10070510516904303,0.08830764133985462,0.37115134005447586,0.23512630387789463,0.20470960955873183
CIV,Côte d’Ivoire,2016,0.5101372270183832,0.007970356368521888,0.018538967756364502,0.2689798710653165,0.19437357779141393
CIV,Côte d’Ivoire,2017,0.506978736519541,0.00809384721415778,0.018248435923577357,0.2756980419350523,0.19098093840767147
CIV,Côte d’Ivoire,2018,0.47571619975575447,0.04084555201601614,0.023682997610595224,0.27384090267989003,0.18591434793774406
CIV,Côte d’Ivoire,2019,0.4698507722197674,0.04223618840471948,0.024306361937664746,0.2745126369968156,0.18909404044103287
CMR,Cameroon,2016,0.3153978932265179,0.02257204392853962,0.09992751234641922,0.3885188977439582,0.17358365275456505
CMR,Cameroon,2017,0.3096061311767803,0.029034928607300805,0.09718847417738846,0.38187305241243336,0.18229741362609705
CMR,Cameroon,2018,0.35520677284595287,0.027400913606360797,0.05864167117209021,0.39631028579780525,0.16244035657779085
CMR,Cameroon,2019,0.35601506054523563,0.024113855210402466,0.050068680267809494,0.3675681864129679,0.2022342175635845
COD,Congo - Kinshasa,2016,0.20062320854755725,0.005686027245279508,0.009906796175221217,0.38327910523887804,0.40050486279306396
COD,Congo - Kinshasa,2017,0.21094516301660765,0.005732305776972778,0.009535013991205378,0.388183862948686,0.3856036542665282
COD,Congo - Kinshasa,2018,0.2118220073120588,0.00759546720131242,0.009511796812365853,0.3875235202696595,0.3835472084046034
COD,Congo - Kinshasa,2019,0.2396995912606704,0.06602395763900551,0.06678341854235297,0.31966194440753937,0.3078310881504317
COG,Congo - Brazzaville,2016,0.08587337725591762,0.3825107112658301,0.06995189281787394,0.418403256780076,0.04326076188030239
COG,Congo - Brazzaville,2017,0.08684177906671424,0.3772719220530792,0.07406671555110375,0.41391809954572595,0.047901483783376886
COG,Congo - Brazzaville,2018,0.08655045625736515,0.37915158890723155,0.07381824846664857,0.4126342342787088,0.047845472090045894
COG,Congo - Brazzaville,2019,0.06535794598971142,0.2419733498763807,0.0475017181907663,0.2865481233757698,0.35861886256737185
COK,Cook Islands,2016,0.023403049817612123,0.3563549952201655,0.02876478602860227,0.26835651827253487,0.32312065066108514
COK,Cook Islands,2017,0.02327002216361278,0.3571715023909619,0.02860128118487467,0.266831125713042,0.3241260685475087
COK,Cook Islands,2018,0.023261297319745005,0.3572250543958868,0.028778027050959967,0.26673108025994613,0.32400454097346215
COK,Cook Islands,2019,0.020987097117784837,0.4200675902619746,0.025964469662836363,0.24065343427752195,0.2923274086798822
COL,Colombia,2016,0.301714708174543,0.07903132191774545,0.05391068740695309,0.47782521964468166,0.08751806285607681
COL,Colombia,2017,0.15809844640093848,0.06100267495658144,0.19100494756919142,0.294800882613664,0.29509304845962464
COL,Colombia,2018,0.1929489918553932,0.05446402676634735,0.17993504658178988,0.28106126138725396,0.29159067340921574
COL,Colombia,2019,0.19529572658185992,0.07147011390052893,0.15585253301550817,0.29334551377624907,0.2840361127258539
COM,Comoros,2016,0.20243384866985142,0.27272525645178214,0.003055549215626624,0.23807476618834283,0.28371057947439693
COM,Comoros,2017,0.2088144908642021,0.26687727182381743,0.0029900297801498683,0.23296978401291357,0.28834842351891715
COM,Comoros,2018,0.21848461832330474,0.2612479298303476,0.0029269599649944036,0.23398756720321975,0.2833529246781336
COM,Comoros,2019,0.2245748150533719,0.24177072138968178,0.003746394858999893,0.24211156035095918,0.28779650834698733
CPV,Cape Verde,2016,0.26165743711911105,0.07284135223209333,0.0669888506469752,0.33713076318579993,0.26138159681602047
CPV,Cape Verde,2017,0.2655827110946447,0.0721281526625863,0.06574096283270299,0.3393919587348892,0.2571562146751767
CPV,Cape Verde,2018,0.27057424695747734,0.06849402171848962,0.06327359308533159,0.33781362015886335,0.2598445180798381
CPV,Cape Verde,2019,0.2917555853450863,0.06625374092916053,0.061204060423875536,0.3281027633306343,0.2526838499712434
CRI,Costa Rica,2016,0.2828864802620328,0.09024173143746576,0.1471234230339262,0.38239891847552976,0.09734944679104561
CRI,Costa Rica,2017,0.22093032727088516,0.059513585970304664,0.0968119766390373,0.5585534172783957,0.06419069284137727
CRI,Costa Rica,2018,0.3876232939445445,0.06131761989976513,0.08409293443428519,0.41567955725125066,0.05128659447015457
CRI,Costa Rica,2019,0.41410192839377147,0.08823409403202827,0.05444056827792077,0.409758062151372,0.03346534714490754
CUB,Cuba,2016,0.20585274958689526,0.6425924194777108,0.021537751534421373,0.0710520536888323,0.05896502571214015
CUB,Cuba,2017,0.1598838210283306,0.6644345296639841,0.016230054042343605,0.11462272886484165,0.044828866400500066
CUB,Cuba,2018,0.1535208390830534,0.64538673395863555,0.015581582497555741,0.12625804714382377,0.05925279731693141
CUB,Cuba,2019,0.1643940667600195,0.6271299896657786,0.015417751612039116,0.12376074159539266,0.06929745036677012
DJI,Djibouti,2016,0.5049429347157668,0.04022155830091048,0.24342697679558328,0.09223177294798335,0.11917675723975611
DJI,Djibouti,2017,0.5412092809973358,0.037275051597713264,0.22559427092424006,0.08547515911403239,0.1104462373666785
DJI,Djibouti,2018,0.4958163554939434,0.07885503476790043,0.1857182779973353,0.13080699809923427,0.10880333364158658
DJI,Djibouti,2019,0.46975007344818565,0.07470943215876416,0.17595461255610903,0.15021637983953243,0.1293695019974087
DMA,Dominica,2016,0.49293413365953637,0.0036493473507197977,0,0.5034165189897439,0
DMA,Dominica,2017,0.4589185560271312,0.0033975192673317647,0,0.46867759037061496,0.06900633433492201
DMA,Dominica,2018,0.4589185560271312,0.0033975192673317647,0,0.46867759037061496,0.06900633433492201
DMA,Dominica,2019,0.4589185560271312,0.0033975192673317647,0,0.46867759037061496,0.06900633433492201
DOM,Dominican Republic,2016,0.20864085356298956,0.047071097729984024,0.028247529238451172,0.5195864089761384,0.1964541104924369
DOM,Dominican Republic,2017,0.20658494288170792,0.04660276914085856,0.02809465386977744,0.5252352751062187,0.1934823590014374
DOM,Dominican Republic,2018,0.20589491864251644,0.055133611463303464,0.02782267854939682,0.5195808715544944,0.19156791979028892
DOM,Dominican Republic,2019,0.2057825965907046,0.05435023266690845,0.02668716002320861,0.5259958929929892,0.18718411772618915
DZA,Algeria,2016,0.7320986025441639,0.029593443509243623,0.004195654631384293,0.1866699027088329,0.04744239660637524
DZA,Algeria,2017,0.7277302736843272,0.031166114404047512,0.005326964506734791,0.1874852825426031,0.048291364862287384
DZA,Algeria,2018,0.7326923400124401,0.035265793782217975,0.011740765372342431,0.17610656761174773,0.04419453322125168
DZA,Algeria,2019,0.717317297243409,0.04559666334997847,0.011856628099577046,0.17030953197360596,0.054919879333429567
ECU,Ecuador,2016,0.2241588942085125,0.029060450727330222,0.10998647356501833,0.5068967147607807,0.12989746673835828
ECU,Ecuador,2017,0.18300330345625887,0.027856100063822047,0.0879149183827045,0.5314892911002658,0.1697363869969487
ECU,Ecuador,2018,0.18147230355175925,0.02789797070986524,0.09116399221114589,0.5268768158553545,0.17258891767187506
ECU,Ecuador,2019,0.2175159397123082,0.026378317752490797,0.08702495285353969,0.5058931027257313,0.16318768695593006
EGY,Egypt,2016,0.34531956032276867,0.057900755562704076,0.006241123859089828,0.4986229932454293,0.09191556701000812
EGY,Egypt,2017,0.3658755117198391,0.05492898478657077,0.006882947597581979,0.4782774598348471,0.09403509606116102
EGY,Egypt,2018,0.36890667655930953,0.06825690650563498,0.007957442770319696,0.46086501884757164,0.09401395531716425
EGY,Egypt,2019,0.36753795850979876,0.06862645029212414,0.0079279190554082,0.46161973687629615,0.09428793526637272
ERI,Eritrea,2016,0.11624150461729454,0.0025033762658666545,0.00200130100714043,0.7943344852514336,0.08491933285826478
ERI,Eritrea,2017,0.11624150461729454,0.0025033762658666545,0.00200130100714043,0.7943344852514336,0.08491933285826478
ERI,Eritrea,2018,0.1162240971042856,0.0025057367722832514,0.0020799094488005913,0.7942077571429232,0.08498249953170733
ERI,Eritrea,2019,0.11618757925429682,0.00248833871532471,0.0020654680344193562,0.7917797575004147,0.0874788564955444
ETH,Ethiopia,2016,0.195173441161647,0.03416338015805837,0.22939825472827932,0.31360817876508135,0.22765674518693405
ETH,Ethiopia,2017,0.23056421720537634,0.04372108509479171,0.21283079526578047,0.29351161969528056,0.21937228273877088
ETH,Ethiopia,2018,0.23056604808326112,0.045389350682674565,0.21058336197742752,0.2915576137605309,0.22190362549610584
ETH,Ethiopia,2019,0.2290952480005223,0.045216030150899526,0.2016503150658234,0.30892339794596463,0.2151150088367902
FJI,Fiji,2016,0.42868830390207746,0.23745150298304535,0.010010058064682657,0.15586930528871112,0.16798082976148337
FJI,Fiji,2017,0.4277412225721228,0.23803153928790619,0.00998794330433457,0.15552495040986739,0.16871434442576907
FJI,Fiji,2018,0.3851039580219522,0.22275451639928526,0.009101712525300289,0.17187321910623327,0.21116659394722892
FJI,Fiji,2019,0.3599350454446479,0.215499007953187,0.008469609026745486,0.2070525948519084,0.2090437427235113
FSM,Micronesia (Federated States of),2016,0.17109941090135541,0.3641194129672782,0.004939506771574128,0.20424734817060902,0.2555943211891832
FSM,Micronesia (Federated States of),2017,0.1700826163621053,0.3649269121758209,0.004910152704920906,0.20303356498350075,0.25704675377365205
FSM,Micronesia (Federated States of),2018,0.16942641937558048,0.365448038644161,0.004891208808846976,0.20225023970102793,0.25798409347038354
FSM,Micronesia (Federated States of),2019,0.16942641937558048,0.365448038644161,0.004891208808846976,0.20225023970102793,0.25798409347038354
GAB,Gabon,2016,0.21678469434879988,0.029241911912859284,0.01313808913390533,0.546528334643597,0.19430696996083854
GAB,Gabon,2017,0.0762142012644174,0.33529143004326134,0.0045652639973115874,0.5160445241428928,0.06788458055211698
GAB,Gabon,2018,0.06541212940142403,0.28643405988621523,0.003900031387720256,0.5862610772483995,0.05799270207624107
GAB,Gabon,2019,0.05694647298917076,0.5909640321397818,0.0019733232193617787,0.31428770901533964,0.03582846263634599
GBR,United Kingdom,2016,NA,NA,NA,NA,NA
GBR,United Kingdom,2017,NA,NA,NA,NA,NA
GBR,United Kingdom,2018,NA,NA,NA,NA,NA
GBR,United Kingdom,2019,NA,NA,NA,NA,NA
GEO,Georgia,2016,0.1493052211954788,0.3534693531610922,0.01359571267335033,0.36848489932351763,0.11514481364656101
GEO,Georgia,2017,0.1491484798769119,0.35336073055087214,0.013843890998352997,0.36836051332280356,0.11528638525105935
GEO,Georgia,2018,0.1426713229596734,0.34931072735188967,0.012874131692299257,0.3672304184845465,0.12791339951159114
GEO,Georgia,2019,0.15407849331976825,0.33672172908994463,0.01240730177249567,0.36356312936365653,0.13322934645413492
GHA,Ghana,2016,0.4597103490920211,0.07025052250032714,0.04140396304265731,0.31571172786878543,0.11292343749620896
GHA,Ghana,2017,0.4546770463589542,0.06922304314524089,0.05273287584053948,0.3116010543128886,0.11176598034237686
GHA,Ghana,2018,0.48692005612638467,0.06810959655125574,0.06043125899125106,0.27641764119674606,0.10812144713436243
GHA,Ghana,2019,0.4716496139388803,0.06345264074901458,0.055922523393228604,0.2818093133523942,0.12716590856648244
GIN,Guinea,2016,0.4312193387241189,0.2488232041401125,0.03186672778911441,0.15009110477502727,0.13799962457162693
GIN,Guinea,2017,0.4323657034712639,0.2421900630912062,0.03101722301353379,0.15966017044875336,0.13476683997524264
GIN,Guinea,2018,0.47602101385260176,0.21588539137545545,0.027731817635634603,0.16063757620234367,0.11972420093396449
GIN,Guinea,2019,0.5112572527343278,0.1998490364000408,0.02567184836728761,0.1511084268755379,0.11211343562280593
GMB,Gambia,2016,0.11802942023630383,0.2170262845816975,0.0052509350916803066,0.36710019865845933,0.2925931614318591
GMB,Gambia,2017,0.1138910031299401,0.20941678106261466,0.01893302401186346,0.364826909681881,0.29293228211370087
GMB,Gambia,2018,0.1125529601083023,0.20695645799218754,0.01871059028170594,0.37228921045784846,0.2894907811599558
GMB,Gambia,2019,0.11367937573554299,0.2066937730341429,0.018686841370119302,0.37181667253089346,0.2891233373293014
GNB,Guinea-Bissau,2016,0.27706385186394256,0.050536941499210425,0.0098661977600272,0.6033108118111103,0.05922219706570953
GNB,Guinea-Bissau,2017,0.28804809126595443,0.05204957313260763,0.023484136521125517,0.580533744688616,0.05588445439169648
GNB,Guinea-Bissau,2018,0.2588130986979077,0.0876374829395944,0.06347060317856981,0.5276963354449073,0.06238247973902083
GNB,Guinea-Bissau,2019,0.2560368934237511,0.12438320512644817,0.02278875007149798,0.5329699496608289,0.06382120171747391
GNQ,Equatorial Guinea,2016,0.149796288338849,0.1888277969045773,0.035032346618999545,0.616767802394508,0.009575765743066149
GNQ,Equatorial Guinea,2017,0.14804882210335263,0.18662500401115456,0.034623672655540394,0.6212384427094122,0.009464058520540185
GNQ,Equatorial Guinea,2018,0.1463656588158554,0.1843805717473562,0.03420727353254483,0.6197803772488301,0.015266118655413457
GNQ,Equatorial Guinea,2019,0.1840201594462084,0.17182810767894777,0.031878473009657605,0.5895679615118617,0.02270529835332462
GRD,Grenada,2016,0,0,0,0.5,0.5
GRD,Grenada,2017,0,0,0,0.5,0.5
GRD,Grenada,2018,0,0,0,0.5131666262890127,0.4868333737109873
GRD,Grenada,2019,0,0,0,0.5131666262890127,0.4868333737109873
GTM,Guatemala,2016,0.11151086293939655,0.10429368346036001,0.18158408604809004,0.1796334472572187,0.4229779202949347
GTM,Guatemala,2017,0.11350067428178169,0.10836600810046518,0.18277842686683343,0.18800412387741702,0.4073507668735027
GTM,Guatemala,2018,0.11833006431629407,0.10721046034244278,0.1805451041181548,0.19125749953195514,0.4026568716911533
GTM,Guatemala,2019,0.12985976116086656,0.1020513486081123,0.17179934965323163,0.20098404664448594,0.3953054939333036
GUY,Guyana,2016,0.45561350624399866,0.0783169675017649,0.01771229588951095,0.13699905510685956,0.3113581752578659
GUY,Guyana,2017,0.45620756101640114,0.07726879801668991,0.01747524013193727,0.14185734476780432,0.30719105606716735
GUY,Guyana,2018,0.4358124594098705,0.07627204147009271,0.02508048358183361,0.14517821977680734,0.31765679576139577
GUY,Guyana,2019,0.4345076371573093,0.07604368302184364,0.02500539262842928,0.14773755569464586,0.3167057314977719
HKG,Hong Kong SAR China,2016,0.8075393491289979,0,0,0,0.19246065087100206
HKG,Hong Kong SAR China,2017,0.8075393491289979,0,0,0,0.19246065087100206
HKG,Hong Kong SAR China,2018,0.8075393491289979,0,0,0,0.19246065087100206
HKG,Hong Kong SAR China,2019,0.8075393491289979,0,0,0,0.19246065087100206
HND,Honduras,2016,0.41111431377663715,0.2247438315095824,0.0034628478102162867,0.24403193401972165,0.11664707288384248
HND,Honduras,2017,0.410971637027471,0.2244306962742143,0.003458023029679207,0.24419330100436976,0.11694634266426576
HND,Honduras,2018,0.4120603871045879,0.22395565034065001,0.003449671759380978,0.24371221108447794,0.11682207971090314
HND,Honduras,2019,0.41143021398000096,0.22274128285596737,0.006490022061929691,0.2433720283187545,0.11596645278334747
HRV,Croatia,2016,0,1,0,0,0
HRV,Croatia,2017,0,1,0,0,0
HRV,Croatia,2018,0,1,0,0,0
HRV,Croatia,2019,0,1,0,0,0
HTI,Haiti,2016,0.6448131144747768,0.0352868068597422,0.03812251988376426,0.20848692338372518,0.07329063539799145
HTI,Haiti,2017,0.5589784871669903,0.08554003951367257,0.02495805874469601,0.27701810392818377,0.05350531064645732
HTI,Haiti,2018,0.5172145969172668,0.08271375479867392,0.025522770048371654,0.2913311555764075,0.08321772265928024
HTI,Haiti,2019,0.48327325239632585,0.0812337786904087,0.023567494232975026,0.3063445896808541,0.10558088499943638
IDN,Indonesia,2016,0.3285448193327768,0.11995107628946684,0.017442918035303838,0.3996210763185342,0.13444011002391837
IDN,Indonesia,2017,0.30935681552117805,0.10481250643758815,0.014976205279663576,0.4258621221588808,0.14499235060268933
IDN,Indonesia,2018,0.3102086295915071,0.1100531937173395,0.013437217175352782,0.4207739144864589,0.14552704502934177
IDN,Indonesia,2019,0.34283675326553215,0.09691387577263419,0.026267084487633673,0.4010425647231302,0.13293972175106983
IND,India,2016,0.44027203760815303,0.06657505812322244,0.052808852578559023,0.3748065295112692,0.06553752217879623
IND,India,2017,0.4231340020089005,0.07638005404329141,0.05354670725327789,0.38026401519427594,0.06667522150025425
IND,India,2018,0.42264681817267236,0.07385219416336526,0.052135346471421144,0.3774468503562061,0.07391879083633514
IND,India,2019,0.39603225536530623,0.08530531945892965,0.05905944097459752,0.36739923131675806,0.09220375288440856
IRN,Iran,2016,0.12165709740244975,0.1731253196915168,0.009373260199717499,0.6620008406908373,0.033843482015478654
IRN,Iran,2017,0.14738047767374868,0.16461319782636522,0.018602364970336908,0.6289825256657919,0.04042143386375728
IRN,Iran,2018,0.011762540758505913,0.4729612010358573,0.0014846679806030036,0.0505364037361296,0.4632551864889041
IRN,Iran,2019,0.011754838606818857,0.47257302766959963,0.0014854011856966494,0.05090334020081728,0.46328339233706756
