eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.26236677169799805,0.9426121372031663,0.9414929388029589,0.9602194787379973,0.9234828496042217,5.2404,289.288,36.256,5.96140350877193,1747590201,,False,1,fe93e_00001,2025-05-18_17-43-21,537.9204897880554,537.9204897880554,36740,4d07688ae0ce,172.28.0.12,537.9204897880554,1
